P40,KPR,,I/O,,,1,,,,,,,
P41,AERMonitorAddressxDI<0>,I,I/O,INPUT,LVCMOS33,1,,FAST,,,,
P42,AERMonitorREQxABI,I,I/O,INPUT,LVCMOS33,1,,FAST,,,,
P43,AERMonitorACKxSBO,O,I/O,OUTPUT,LVCMOS33,1,,SLOW,,,,
P44,AERMonitorAddressxDI2<8>,I,I/O,INPUT,LVCMOS33,1,,FAST,,,,
P45,TDI,,TDI,,,,,,,,,,
P46,AERMonitorAddressxDI2<7>,I,I/O,INPUT,LVCMOS33,1,,FAST,,,,
P47,TMS,,TMS,,,,,,,,,,
P48,TCK,,TCK,,,,,,,,,,
P49,AERMonitorAddressxDI2<9>,I,I/O,INPUT,LVCMOS33,1,,FAST,,,,
P50,AERMonitorAddressxDI2<6>,I,I/O,INPUT,LVCMOS33,1,,FAST,,,,
P51,,VCCIO-3.3,VCCIO,,,1,,,,,,,
P52,AERMonitorAddressxDI2<10>,I,I/O,INPUT,LVCMOS33,1,,FAST,,,,
P53,AERMonitorAddressxDI2<5>,I,I/O,INPUT,LVCMOS33,1,,FAST,,,,
P54,AERMonitorAddressxDI2<11>,I,I/O,INPUT,LVCMOS33,1,,FAST,,,,
P55,AERMonitorAddressxDI2<4>,I,I/O,INPUT,LVCMOS33,1,,FAST,,,,
P56,AERMonitorAddressxDI2<12>,I,I/O,INPUT,LVCMOS33,1,,FAST,,,,
P57,,VCC,VCC,,,,,,,,,,
P58,AERMonitorAddressxDI2<3>,I,I/O,INPUT,LVCMOS33,1,,FAST,,,,
P59,AERMonitorAddressxDI2<13>,I,I/O,INPUT,LVCMOS33,1,,FAST,,,,
P60,AERMonitorAddressxDI2<2>,I,I/O,INPUT,LVCMOS33,1,,FAST,,,,
P61,AERMonitorAddressxDI2<14>,I,I/O,INPUT,LVCMOS33,1,,FAST,,,,
P62,GND,,GND,,,,,,,,,,
P63,AERMonitorAddressxDI2<1>,I,I/O,INPUT,LVCMOS33,1,,FAST,,,,
P64,KPR,,I/O,,,1,,,,,,,
P65,AERMonitorAddressxDI2<0>,I,I/O,INPUT,LVCMOS33,2,,FAST,,,,
P66,AERMonitorREQxABI2,I,I/O,INPUT,LVCMOS33,2,,FAST,,,,
P67,AERMonitorACKxSBO2,O,I/O,OUTPUT,LVCMOS33,2,,SLOW,,,,
P68,FifoDataxDIO<15>,O,I/O,OUTPUT,LVCMOS33,2,,FAST,,,,
P69,GND,,GND,,,,,,,,,,
P70,FifoDataxDIO<14>,O,I/O,OUTPUT,LVCMOS33,2,,FAST,,,,
P71,FifoDataxDIO<13>,O,I/O,OUTPUT,LVCMOS33,2,,FAST,,,,
P72,FifoDataxDIO<12>,O,I/O,OUTPUT,LVCMOS33,2,,FAST,,,,
P73,FifoReadxEBO,O,I/O,OUTPUT,LVCMOS33,2,,FAST,,,,
P74,LEDxSO,O,I/O,OUTPUT,LVCMOS33,2,,FAST,,,,
P75,GND,,GND,,,,,,,,,,
P76,KPR,,I/O,,,2,,,,,,,
P77,KPR,,I/O,,,2,,,,,,,
P78,FifoDataxDIO<11>,O,I/O,OUTPUT,LVCMOS33,2,,FAST,,,,
P79,FifoDataxDIO<10>,O,I/O,OUTPUT,LVCMOS33,2,,FAST,,,,
P80,FifoDataxDIO<9>,O,I/O,OUTPUT,LVCMOS33,2,,FAST,,,,
P81,FifoDataxDIO<8>,O,I/O,OUTPUT,LVCMOS33,2,,FAST,,,,
P82,FifoPktEndxSBO,O,I/O,OUTPUT,LVCMOS33,2,,FAST,,,,
P83,TDO,,TDO,,,,,,,,,,
P84,GND,,GND,,,,,,,,,,
P85,FifoAddressxDO<1>,O,I/O/DGE1,OUTPUT,LVCMOS33,2,,FAST,,,,
P86,FifoAddressxDO<0>,O,I/O,OUTPUT,LVCMOS33,2,,FAST,,,,
P87,FifoOutputEnablexEBO,O,I/O,OUTPUT,LVCMOS33,2,,FAST,,,,
P88,,VCCIO-3.3,VCCIO,,,2,,,,,,,
P89,Interrupt1xSB0,O,I/O,OUTPUT,LVCMOS33,2,,FAST,,,,
P90,Interrupt0xSB0,O,I/O,OUTPUT,LVCMOS33,2,,FAST,,,,
P91,RunMonitorxSI,I,I/O,INPUT,LVCMOS33,2,,FAST,,,,
P92,HostResetTimestampxSI,I,I/O,INPUT,LVCMOS33,2,,FAST,,,,
P93,KPR,,I/O,,,2,,,,,,,
P94,TimestampMasterxSO,O,I/O,OUTPUT,LVCMOS33,2,,FAST,,,,
P95,TimestampTickxSI,I,I/O,INPUT,LVCMOS33,2,,FAST,,,,
P96,TriggerModexSI,I,I/O,INPUT,LVCMOS33,2,,FAST,,,,
P97,KPR,,I/O,,,2,,,,,,,
P98,,VCCIO-3.3,VCCIO,,,2,,,,,,,
P99,ResetxRBI,I,I/O/GSR,INPUT,LVCMOS33,2,,FAST,,,,
P100,GND,,GND,,,,,,,,,,

To preserve the pinout above for future design iterations in
Project Navigator simply execute the (Lock Pins) process
located under the (Implement Design) process in a toolbox named
(Optional Implementation Tools) or invoke PIN2UCF from the
command line. The location constraints will be written into your
specified UCF file


